"","Gene.symbol","Astrocytes","Neuron","Oligodendrocyte.Precursor.Cell","Newly.Formed.Oligodendrocyte","Myelinating.Oligodendrocytes","Microglia","Endothelial.Cells"
"12483","Timp1",0.6,0.6,0.3,0.1,0.2,0.2,11.4
"12484","Htatip2",0.4,0.6,2,1.7,2.1,4.4,1.9
"12485","Ccrl1",16.2,0.6,0.5,0.1,0.2,0.1,0.2
"12486","Cx3cr1",0.3,0.6,33.2,1.4,3.5,489.7,0.2
"12487","Hs3st6",0.1,0.6,0.1,0.1,0.1,0.1,0.1
"12488","C1s",0.6,0.6,0.2,0.1,0.1,0.1,0.4
"12489","Slc6a3",0.1,0.6,1,0.3,0.1,0.1,0.1
"12490","AI429214",1.9,0.6,1,1.2,1.1,0.5,1.2
"12491","Ccdc8",4.4,0.6,0.4,0.1,0.1,1.4,4.9
"12492","Kbtbd8",3.6,0.6,3.5,1.2,0.2,0.1,0.2
"12493","C230035I16Rik",2.2,0.6,2.3,1.3,0.1,0.1,0.7
"12494","H2-Q10",0.3,0.6,0.7,0.1,0.1,6.4,1
"12495","Sult5a1",0.1,0.6,0.1,0.1,0.1,0.1,0.2
"12496","Ap1s3",0.1,0.6,0.1,0.1,0.1,0.1,0.9
"12497","Ryr1",0.5,0.6,0.1,0.1,0.1,0.1,0.1
"12498","1700096K18Rik",2,0.6,3.7,2.7,1.9,1.4,1.7
"12499","Arhgap10",0.3,0.6,2.4,0.5,0.2,0.5,1.4
"12500","Cdh5",1.5,0.6,0.9,0.1,0.1,0.8,183.6
"12501","Fam181a",10.2,0.6,1.1,0.1,0.1,0.1,0.1
"12502","Zswim3",1,0.6,0.9,0.4,0.3,0.5,0.4
"12503","Cys1",0.1,0.6,1.6,0.4,0.2,0.2,0.4
"12504","Gm609",0.1,0.6,0.1,0.1,0.1,0.1,0.1
"12505","4921507P07Rik",0.1,0.6,0.1,0.1,0.1,0.1,0.9
"12506","AW011738",15.4,0.6,1.6,1.6,0.5,0.8,1.3
"12507","Tcfl5",0.2,0.6,1.1,0.5,0.1,0.1,0.1
"12508","Tep1",0.7,0.6,0.4,0.5,0.5,4.3,0.5
"12509","Pla2g4f",0.1,0.6,0.1,0.1,0.1,0.1,0.1
"12510","Mesp2",0.1,0.6,0.3,0.1,0.1,0.1,0.1
"12511","Disc1",3.6,0.6,1.8,0.4,0.1,3,3.1
"12512","Tmod1",0.2,0.6,6.3,13.2,29.2,2.5,0.2
"12513","Fam135b",0.1,0.6,1,0.2,0.1,0.1,0.1
"12514","Bmp3",0.1,0.6,0.4,0.1,0.1,0.1,0.1
"12515","Rdh5",10.8,0.6,0.9,0.5,0.6,0.8,0.9
"12516","Itga10",0.4,0.6,0.4,0.2,0.1,0.2,0.3
"12517","1700049G17Rik",1.7,0.6,1.1,0.3,0.1,0.1,0.3
"12518","D830031N03Rik",6,0.6,1.1,0.3,0.1,0.1,6
"12519","Mst1r",0.1,0.6,0.1,0.1,0.1,0.1,0.1
"12520","Rilp",1.2,0.6,0.4,0.2,0.1,0.9,1.2
"12521","A430105I19Rik",5.2,0.6,0.8,0.6,0.7,0.2,1.1
"12522","Robo4",0.8,0.6,0.3,0.1,0.1,0.4,82.7
"12523","Insrr",0.1,0.6,0.1,0.1,0.1,0.1,0.1
"12524","Krt80",0.1,0.6,0.1,0.1,0.1,0.4,0.1
"12525","Emp3",1.1,0.6,3.9,0.4,0.7,53.7,4.2
"12526","4930473A06Rik",0.8,0.6,0.8,0.3,0.1,0.1,0.1
"12527","Nt5dc1",2.2,0.6,0.6,0.7,0.3,1.6,7
"12528","1700029G01Rik",1.3,0.6,0.2,0.1,0.1,0.8,3.3
"12529","Dyrk4",0.1,0.6,0.3,0.1,0.1,2.9,0.1
"12530","9030625A04Rik",6.3,0.6,2.6,0.8,0.6,21.1,1.2
"12531","Cetn4",0.2,0.6,1.6,0.2,0.2,0.1,0.3
"12532","Mkx",0.1,0.6,1.9,0.7,0.2,0.1,0.1
"12533","Ddc",0.3,0.6,1.5,44.4,22,0.2,32.1
"12534","Hoga1",2.2,0.6,0.3,0.1,0.1,0.7,0.5
"12535","Fgl2",1,0.6,0.4,0.1,0.1,1,0.3
"12536","Zfp568",1.5,0.6,1,1.1,0.6,0.8,2.4
"12537","Hist2h4",0.3,0.6,0.4,0.6,0.4,0.1,0.1
"12538","Hcls1",0.2,0.5,8,0.6,1.6,166.8,3.6
"12539","Rbks",1.3,0.5,0.4,2.9,4.1,3.4,2.7
"12540","8430429K09Rik",0.4,0.5,0.5,0.5,0.3,0.2,0.6
"12541","Gm10046",0.2,0.5,0.1,0.1,0.1,0.1,0.1
"12542","BC060267",0.8,0.5,0.3,0.2,0.1,0.1,0.1
"12543","4930513N10Rik",0.2,0.5,0.4,0.2,0.1,0.1,0.2
"12544","Sgsh",2.7,0.5,2.7,3.5,3.3,6.8,3
"12545","Tjp3",0.1,0.5,0.4,0.1,0.1,0.2,0.1
"12546","AA987161",1.1,0.5,1,0.6,0.3,0.3,1.1
"12547","Chtf18",1.4,0.5,2.6,0.7,0.4,0.6,1
"12548","Gm15663",0.7,0.5,1.3,1,1.1,0.1,0.9
"12549","Syt2",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12550","Rest",5.5,0.5,2.5,2.9,0.5,1.1,3.5
"12551","Plekha4",0.4,0.5,0.3,0.2,0.1,0.6,0.2
"12552","Ccdc15",0.5,0.5,0.4,0.2,0.1,0.1,0.2
"12553","1700028J19Rik",0.2,0.5,1.1,0.9,0.4,0.6,0.4
"12554","Greb1l",0.1,0.5,0.3,0.1,0.1,0.1,0.1
"12555","Gm9899",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12556","Irx1",0.1,0.5,3.6,1,0.1,0.1,0.1
"12557","9930005F22Rik",0.3,0.5,0.2,0.3,0.1,0.1,0.1
"12558","Plekhh2",1.2,0.5,0.5,0.6,0.7,0.5,2.9
"12559","Gm10560",3.4,0.5,1.4,0.3,0.1,0.1,0.3
"12560","Hyal3",0.4,0.5,0.4,0.2,0.3,0.7,0.9
"12561","Parp10",0.3,0.5,0.5,0.1,0.1,9.7,5.8
"12562","1700010I14Rik",1.5,0.5,0.8,0.6,0.6,0.4,0.4
"12563","Gm16119",0.7,0.5,0.9,1,0.2,0.3,0.3
"12564","Tbc1d10c",0.5,0.5,0.2,0.2,0.1,1,0.3
"12565","Tmem20",0.6,0.5,3.2,3.2,0.5,0.4,0.1
"12566","Asb4",0.4,0.5,0.1,0.1,0.1,0.1,50
"12567","Zmynd10",1,0.5,0.2,0.2,0.1,0.2,0.1
"12568","Lrrc29",0.4,0.5,0.3,0.4,0.3,0.3,0.5
"12569","Zfp82",0.6,0.5,0.8,0.5,0.1,0.2,0.2
"12570","1700001L05Rik",0.1,0.5,0.1,0.1,0.1,0.7,0.1
"12571","Ccdc152",0.1,0.5,0.1,0.1,0.1,0.1,0.2
"12572","Zfp11",1.9,0.5,1,0.7,0.3,0.1,0.3
"12573","Ttc7",0.5,0.5,2.7,0.6,0.8,46.4,0.7
"12574","Lipt1",1.8,0.5,0.5,0.3,0.2,0.3,0.4
"12575","Ttc22",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12576","Iqcg",1,0.5,0.1,0.2,0.1,0.1,6.6
"12577","Baz1a",2.5,0.5,0.9,1.1,0.2,5.5,4.5
"12578","Glod5",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12579","Mef2b",0.8,0.5,0.2,0.7,1,0.2,0.2
"12580","Sgk3",1.9,0.5,6,2.9,2.1,3.3,8.3
"12581","4732471J01Rik",0.3,0.5,0.1,0.1,0.1,0.1,0.1
"12582","Zfp930",1.5,0.5,1,0.3,0.1,0.2,0.6
"12583","Gm5887",0.1,0.5,0.2,0.8,0.1,0.2,0.1
"12584","Neil2",0.3,0.5,0.3,0.2,0.1,0.1,0.1
"12585","Brca2",1.2,0.5,1,0.2,0.1,0.1,0.6
"12586","Grpr",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12587","Gipc2",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12588","Ttc34",0.2,0.5,0.2,0.2,0.1,0.1,0.1
"12589","Frzb",0.5,0.5,6.8,1,1.1,0.1,9.7
"12590","Emr1",0.1,0.5,9.3,0.5,1.4,181,0.1
"12591","Espn",0.5,0.5,0.2,0.1,0.1,0.5,0.2
"12592","Lysmd1",0.2,0.5,0.3,0.5,0.4,0.1,0.4
"12593","Allc",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12594","Nr1h4",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12595","Gm13306",0.1,0.5,0.2,0.1,0.1,0.1,0.1
"12596","Plaur",0.8,0.5,1.2,0.7,0.9,104.4,68.7
"12597","Nuf2",3.1,0.5,7.3,0.5,0.1,0.4,3.1
"12598","Wnt3",0.6,0.5,0.3,4.2,6.6,0.1,0.1
"12599","Sgcd",1.4,0.5,4.4,1.4,0.1,0.1,0.1
"12600","Foxq1",1,0.5,0.4,0.1,0.1,0.2,89.1
"12601","Setdb2",1.1,0.5,2.7,2.7,1.2,0.3,4.6
"12602","Tbx2",0.4,0.5,0.3,0.2,0.1,0.2,2.3
"12603","Celsr1",5.3,0.5,0.1,0.1,0.1,0.1,0.1
"12604","Lyrm7",0.3,0.5,0.2,0.5,0.5,0.1,0.1
"12605","Kcng3",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12606","Jmjd5",0.9,0.5,1,0.5,0.3,0.3,0.6
"12607","Gpr116",1,0.5,0.3,0.1,0.1,0.2,115.8
"12608","Hspbap1",0.6,0.5,0.3,0.4,0.3,0.6,0.4
"12609","E530001F21Rik",0.1,0.5,0.2,0.1,0.1,0.1,0.1
"12610","Gli2",13.8,0.5,0.2,0.2,0.1,0.1,0.1
"12611","Atoh8",1,0.5,0.4,0.5,0.1,0.1,1.3
"12612","Taf4b",3.6,0.5,0.8,0.9,0.1,0.6,3.8
"12613","4930488L21Rik",0.8,0.5,0.2,0.2,0.1,0.1,0.1
"12614","Ttc39a",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12615","D330050I16Rik",0.6,0.5,0.5,0.5,0.3,0.3,0.3
"12616","Cyth4",5.7,0.5,9.9,0.5,1.3,283.7,7.1
"12617","Cd38",13.3581575,0.5,1,0.1,0.2,1.7,5.8
"12618","Gng11",2,0.5,5.8,17.7,89.2,0.8,270.3
"12619","Cnn2",1.5,0.5,5.4,1.3,0.6,14,93
"12620","Zfp112",1.1,0.5,0.6,0.6,0.3,0.1,0.2
"12621","Rasgrp4",0.4,0.5,0.8,0.4,0.1,4.1,5.4
"12622","Tmem150b",0.2,0.5,0.1,0.1,0.1,0.3,0.1
"12623","Plxnb3",0.2,0.5,18.8,189.6,66.1,2.3,0.1
"12624","Hist1h4k",0.1,0.5,0.4,0.6,0.7,0.1,0.3
"12625","Rbpms",0.6,0.5,1.2,0.2,0.3,8.7,50.1
"12626","Polr3g",2.6,0.5,0.6,1.4,1.1,0.2,0.6
"12627","Slc22a3",0.1,0.5,4.2,0.5,0.1,0.1,0.1
"12628","Tesk2",3.1,0.5,3.7,5.8,8.7,1.5,0.8
"12629","Ccl12",0.2,0.5,2.3,0.1,0.2,90.3,0.1
"12630","A430078G23Rik",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12631","Lgr5",0.1,0.5,1.9,0.4,0.1,0.1,0.1
"12632","Bub1b",1.7,0.5,4,0.3,0.1,0.7,3.3
"12633","Sln",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12634","Fcgr3",0.2,0.5,17.8,1.2,2.8,364.8,0.2
"12635","Sh2d7",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12636","Scarf2",0.9,0.5,1.3,0.1,0.1,3.5,2.9
"12637","Scarna13",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12638","4933403G14Rik",0.9,0.5,0.7,0.2,0.3,0.1,0.4
"12639","BC030307",1.6,0.5,1.1,1.3,0.3,0.3,0.7
"12640","Flt3l",2.3,0.5,2.4,0.8,0.2,1.3,3.1
"12641","4930519F09Rik",0.2,0.5,0.3,0.1,0.1,0.1,0.3
"12642","Irx2",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12643","Il20rb",0.6,0.5,0.5,0.2,0.1,0.7,1.8
"12644","AV039307",0.7,0.5,0.6,0.4,0.1,0.1,0.3
"12645","Foxf2",0.7,0.5,1.2,0.1,0.1,0.3,67.9
"12646","Agpat2",0.9,0.5,1,0.7,0.1,4.7,1.5
"12647","Tmem81",2,0.5,0.7,2.6,4.5,1,1
"12648","Slc6a13",0.1,0.5,11.2,0.1,0.2,0.6,0.6
"12649","9130023H24Rik",1.3,0.5,1,0.7,0.5,1.1,0.6
"12650","1700003M07Rik",5.3,0.5,1.6,0.3,0.2,0.1,0.1
"12651","Nmbr",0.1,0.5,0.2,0.1,0.1,0.1,0.1
"12652","Gm9767",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12653","Hpgd",0.9,0.5,3.2,0.6,0.3,6.6,0.1
"12654","Trp53rk",0.6,0.5,0.6,0.4,0.2,0.9,0.3
"12655","Plch1",2.6,0.5,0.3,0.1,0.1,0.1,0.1
"12656","Folh1",19.2,0.5,3.6,1.3,2.1,0.1,0.1
"12657","Zfp786",0.3,0.5,0.4,0.3,0.1,0.1,0.1
"12658","Gm5434",0.7,0.5,0.7,0.7,0.5,1.9,1.1
"12659","Serpina3f",0.1,0.5,0.1,0.1,0.1,0.1,2.4
"12660","Prss53",0.5,0.5,0.6,1,0.7,0.7,0.2
"12661","Mustn1",0.3,0.5,0.1,0.1,0.1,0.5,1.7
"12662","A2m",13.3,0.5,0.6,0.1,0.1,0.1,0.1
"12663","Zfp3",1.1,0.5,0.9,0.4,0.3,0.1,0.8
"12664","Fgd6",14.9,0.5,0.8,0.4,0.5,0.2,11.2
"12665","Asah2",0.8,0.5,1.6,1.7,3,0.5,2.2
"12666","Lmx1a",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12667","Flt1",1.3,0.5,0.5,0.1,0.1,0.4,210.5
"12668","Gm5077",0.9,0.5,0.2,0.1,0.1,0.1,0.1
"12669","Zfp619",0.6,0.5,0.4,0.3,0.1,0.1,0.3
"12670","Kcnh6",0.4,0.5,0.1,0.1,0.1,0.1,0.1
"12671","Nfatc1",5.5,0.5,6.4,2,0.3,23.5,2.9
"12672","Rpl17",0.5,0.5,0.3,0.2,0.2,0.3,2.6
"12673","Klc3",0.6,0.5,1.8,0.5,0.1,0.3,0.1
"12674","Clmn",5.6,0.5,0.6,4.4,5.7,0.1,0.1
"12675","Tgfb1",1,0.5,7.7,0.5,1,252.3,45.2
"12676","Gm16982",0.1,0.5,0.2,0.2,0.1,0.1,0.1
"12677","Irgm1",5.5,0.5,3.6,0.7,0.1,7.1,6.4
"12678","Slc5a5",0.1,0.5,0.4,0.1,0.1,0.1,1.6
"12679","5730577I03Rik",0.4,0.5,0.4,0.2,0.1,0.1,0.3
"12680","Stx11",0.1,0.5,0.3,0.1,0.1,3.4,1.6
"12681","Kif23",2.7,0.5,3.9,0.4,0.1,0.4,5.1
"12682","1700012D14Rik",0.5,0.5,0.4,0.3,0.3,0.1,0.1
"12683","Tgfbi",0.4,0.5,2.2,1.4,2.1,24.6,0.8
"12684","Myo1d",0.1,0.5,0.2,13.7,22.9,0.4,8.8
"12685","Trim72",0.1,0.5,0.1,0.1,0.1,0.1,0.3
"12686","Cda",0.1,0.5,0.1,0.1,0.1,0.1,0.4
"12687","Slc46a3",2.4,0.5,7.1,1.6,1.1,22.5,29
"12688","Slco2b1",0.8,0.5,10.2,0.4,1.5,320.7,103.6
"12689","Psme2",0.2,0.5,0.3,0.2,0.2,0.3,0.5
"12690","Clec10a",0.1,0.5,1.6,0.1,0.2,48.1,0.1
"12691","Cdc42ep5",0.7,0.5,1.6,0.3,0.1,0.4,4.7
"12692","Rai14",1.5,0.5,0.7,0.1,0.1,0.1,43.3
"12693","Nqo2",3.6,0.5,2.6,1.7,0.4,1.1,5.5
"12694","Itga9",0.1,0.5,12.9,4,0.2,13.1,0.9
"12695","Gp1ba",0.3,0.5,0.3,0.3,0.2,0.4,0.5
"12696","Fam179a",0.7,0.5,0.1,0.1,0.1,0.1,0.1
"12697","Crybb3",0.2,0.5,0.3,0.1,0.2,0.3,2.4
"12698","Napepld",1,0.5,0.9,1.3,2.6,0.3,2.6
"12699","2810417H13Rik",0.7,0.5,3.5,0.2,0.1,0.4,3.5
"12700","Dpyd",0.5,0.5,12.4,3.6,0.4,0.1,0.1
"12701","Npc1l1",0.4,0.5,0.1,0.2,0.2,0.1,0.1
"12702","Zfp69",0.7,0.5,0.7,0.3,0.1,1.1,7.9
"12703","Dhfr",1,0.5,2.5,1.5,1.1,0.2,1.6
"12704","Parp4",2.2,0.5,0.7,1.4,0.9,0.8,2.7
"12705","Sec61g",0.3,0.5,0.8,0.4,0.5,0.3,1.9
"12706","Ccnb1",1.5,0.5,4.1,0.5,0.1,0.3,1.5
"12707","Slc14a2",8.9,0.5,0.1,0.1,0.1,0.1,0.1
"12708","6530411M01Rik",1.9,0.5,2.3,0.2,0.1,0.1,0.1
"12709","Fbxo17",1.1,0.5,2.8,1,0.2,0.4,0.2
"12710","Mybl1",1.7,0.5,4.8,1.1,0.1,0.1,0.4
"12711","Rtl1",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12712","Actn3",0.1,0.5,0.2,0.3,0.2,0.1,0.1
"12713","Ism1",0.1,0.5,0.3,0.1,0.1,0.1,8.9
"12714","A930003O13Rik",0.1,0.5,8.1,1.7,0.1,0.1,0.1
"12715","Srcrb4d",0.2,0.5,0.3,0.2,0.3,0.1,0.1
"12716","Slc22a13b",0.3,0.5,0.1,0.2,0.2,0.1,0.2
"12717","6330406I15Rik",0.1,0.5,5.2,2.3,0.1,0.1,0.1
"12718","Zfp870",3.2,0.5,1.1,0.7,0.3,0.2,0.4
"12719","Gm3985",0.6,0.5,0.3,0.1,0.1,0.1,0.1
"12720","Mstn",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12721","4930534B04Rik",1.2,0.5,1.3,0.5,0.3,0.2,0.6
"12722","Zmynd17",0.7,0.5,0.7,0.4,0.1,0.1,0.4
"12723","Ptpn13",11.5,0.5,3.4,1,0.3,0.1,0.3
"12724","Ccdc37",14.6,0.5,1.7,0.3,0.1,0.1,0.1
"12725","Sqrdl",2.9,0.5,6,0.6,1.4,86.7,20.1
"12726","Asap3",2.6,0.5,2,8.4,1.8,5.7,3.9
"12727","Slc25a47",0.8,0.5,0.4,0.5,0.5,0.5,0.1
"12728","Pi16",0.1,0.5,0.1,0.1,0.1,0.3,0.4
"12729","Nos3",0.9,0.5,0.3,0.1,0.1,0.6,90
"12730","4930581F22Rik",1.7,0.5,0.6,0.4,0.5,0.3,0.9
"12731","Krt79",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12732","Chrnb1",0.4,0.5,0.2,0.1,0.1,0.1,9.5
"12733","Slc39a4",0.1,0.5,0.2,0.1,0.1,1.8,0.8
"12734","Cdca5",2,0.5,2.5,0.5,0.1,0.9,1.9
"12735","Piwil2",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12736","Fzd5",3,0.5,0.5,2.5,0.8,2.1,1.3
"12737","Aldh1a1",2.9,0.5,15.6,1.3,2.2,0.7,9.9
"12738","Tstd1",0.3,0.5,0.1,0.1,0.1,0.3,0.1
"12739","Senp8",1,0.5,0.8,1.1,0.8,0.2,0.2
"12740","Gsdmd",0.8,0.5,3.1,0.3,0.3,66.9,11.1
"12741","1110046J04Rik",0.1,0.5,0.3,0.8,1.1,0.1,0.2
"12742","Kcnh5",2.9,0.5,3.1,0.8,0.1,0.1,0.1
"12743","Apbb1ip",0.1,0.5,5.9,0.7,0.5,55.6,0.1
"12744","Wnt2b",0.2,0.5,0.2,0.3,0.1,0.1,0.2
"12745","Gpr68",0.4,0.5,0.2,0.1,0.1,0.2,0.1
"12746","Arhgap27",0.3,0.5,2,0.3,0.3,42.3,22.2
"12747","Pigz",0.3,0.5,1.8,4.4,9.4,1.1,0.1
"12748","Erbb2",8.3,0.5,0.3,0.1,0.1,0.1,2.5
"12749","Ror2",1.4,0.5,0.6,0.1,0.1,0.1,0.2
"12750","D2Ertd750e",2.5,0.5,5.5,0.8,0.2,0.4,3.9
"12751","Trib3",0.2,0.5,0.1,0.5,0.3,0.4,1.6
"12752","9030612E09Rik",1,0.5,0.5,0.4,0.2,0.2,0.7
"12753","A730017L22Rik",0.3,0.5,0.4,0.3,0.2,0.2,0.1
"12754","Stox1",0.3,0.5,0.5,0.4,0.1,0.1,1.5
"12755","Emilin1",0.4,0.5,2.4,0.3,0.1,5,3.4
"12756","Ager",1.6,0.5,0.3,0.3,0.1,0.3,2.2
"12757","E2f7",0.6,0.5,0.6,0.1,0.1,0.1,2.6
"12758","Klhl4",0.2,0.5,0.4,8.3,16.2,0.1,40.6
"12759","4922501L14Rik",0.4,0.5,1.4,0.5,0.3,0.1,0.1
"12760","Vmn2r46",0.1,0.5,0.4,0.1,0.1,0.1,0.1
"12761","Palld",6.1,0.5,0.7,0.1,0.1,0.3,0.1
"12762","Pcdhb6",0.3,0.5,1.1,0.6,0.2,0.1,0.6
"12763","Clec3b",0.6,0.5,2.7,0.1,0.1,0.3,0.5
"12764","9330020H09Rik",0.3,0.5,0.3,0.3,0.2,0.6,1.3
"12765","Ulk4",0.7,0.5,0.7,0.2,0.1,0.4,0.1
"12766","Cyp4f14",12.7,0.5,2.2,0.5,0.9,0.3,0.5
"12767","Tmem79",0.3,0.5,0.6,0.4,0.3,1.5,1.5
"12768","Isg15",1.5,0.5,1.6,0.2,0.1,10.3,7.4
"12769","Gstt2",1.4,0.5,1.1,0.3,0.2,4.6,26.2
"12770","Dmrtc1a",0.2,0.5,1.1,1.2,0.8,0.1,0.1
"12771","9330133O14Rik",0.8,0.5,0.5,0.6,0.3,0.7,0.9
"12772","Bcl2l15",0.9,0.5,0.3,0.3,0.1,0.1,0.3
"12773","Lyz2",0.1,0.5,10.4,0.6,1.5,216.2,2.1
"12774","Ltc4s",0.3,0.5,12.9,1,2,394.9,3.1
"12775","Pycard",0.3,0.5,1.2,0.4,0.4,40.5,1.3
"12776","Olfml3",0.5,0.5,26.3,1.8,3.6,608.9,1.2
"12777","E130218I03Rik",0.1,0.5,0.1,0.1,0.3,0.2,0.3
"12778","Ptpn3",0.5,0.5,0.3,0.1,0.1,0.1,0.1
"12779","Gabrq",0.1,0.5,0.4,0.2,0.1,0.1,0.1
"12780","Trmt12",1.4,0.5,0.5,0.3,0.3,0.4,0.3
"12781","Kcnj14",0.4,0.5,0.4,0.2,0.1,0.2,1.1
"12782","Cldn26",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12783","Gm6524",0.7,0.5,0.3,0.3,0.2,0.3,0.9
"12784","Hist1h3a",0.3,0.5,0.1,0.3,0.1,0.5,0.2
"12785","Sema3d",0.1,0.5,25.2,26.4,2.3,0.1,0.1
"12786","Grap",0.7,0.5,5.3,0.6,1.1,129.6,151.5
"12787","Acan",0.1,0.5,7.3,1.7,0.1,0.1,0.1
"12788","Ttc30a1",1,0.5,1.2,0.5,0.2,0.3,0.8
"12789","Sds",0.4,0.5,0.1,0.1,0.1,0.1,0.1
"12790","A630066F11Rik",0.5,0.5,0.4,0.3,0.4,0.2,0.4
"12791","Tmem40",0.6,0.5,2.6,8.8,1.9,5,0.2
"12792","Upk3a",0.1,0.5,0.1,0.1,0.2,0.1,0.1
"12793","1700109H08Rik",1.6,0.5,0.6,0.5,0.1,0.2,0.4
"12794","Calcrl",0.2,0.5,27.6,5.3,0.1,0.3,15.5
"12795","Lypd3",0.4,0.5,0.8,0.2,0.1,0.1,0.1
"12796","2700046G09Rik",0.8,0.5,0.6,0.6,0.3,0.2,0.1
"12797","AI506816",0.4,0.5,0.5,0.5,0.2,0.5,0.2
"12798","Batf3",0.9,0.5,0.7,0.1,0.1,18.3,0.1
"12799","Ddx11",2.3,0.5,1.8,0.3,0.1,1,1.2
"12800","Tph2",1.1,0.5,0.6,0.1,0.2,0.1,0.1
"12801","Adamts5",2.8,0.5,1.4,0.3,0.1,0.1,0.2
"12802","Upp1",6.8,0.5,0.9,0.2,0.3,0.4,1.8
"12803","1700029I15Rik",0.7,0.5,0.7,0.2,0.1,0.4,0.1
"12804","Nanos3",0.2,0.5,0.5,0.3,0.5,0.2,0.6
"12805","Msrb3",0.4,0.5,2.9,1.4,0.1,0.1,20.4
"12806","Hist1h4c",0.7,0.5,0.3,0.5,2.2,0.2,0.4
"12807","Fam83h",0.7,0.5,0.2,0.3,0.2,0.8,0.1
"12808","Nt5e",0.3,0.5,6.7,4.1,1.3,0.1,0.2
"12809","Vipr1",0.1,0.5,0.4,0.1,0.2,1.1,0.1
"12810","A330050F15Rik",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12811","Ghsr",0.1,0.5,0.1,0.1,0.1,0.1,0.1
"12812","Zbtb3",0.8,0.5,0.8,0.4,0.4,0.9,0.3
"12813","Insl5",0.2,0.5,0.1,0.1,0.1,0.1,0.1
"12814","Ptch2",1,0.5,0.1,0.1,0.1,0.1,0.6
"12815","Efcab6",0.1,0.5,0.2,0.1,0.1,0.2,0.1
"12816","Notch4",1.1,0.5,0.5,0.1,0.1,5.8,23.5
"12817","Myrf",0.4,0.5,7.9,178,118.1,0.2,0.1
"12818","Pcdha8",0.1,0.5,0.5,0.2,0.1,0.1,0.1
"12819","C630020P19Rik",0.1,0.4,0.7,0.3,0.1,0.1,0.1
"12820","Zfp472",1.4,0.4,2,1.2,0.3,0.8,1.1
"12821","Neu4",0.1,0.4,99.8,92.7,4.8,0.2,0.1
"12822","1700034H15Rik",0.3,0.4,0.2,0.1,0.1,0.1,0.1
"12823","Akr1b8",0.1,0.4,0.1,0.1,0.1,0.2,0.1
"12824","Mnd1",0.1,0.4,0.1,0.1,0.1,0.1,0.2
"12825","Retn",0.1,0.4,0.1,0.1,0.2,0.1,0.1
"12826","Nckap1l",0.2,0.4,12.9,0.8,2,240.5,0.1
"12827","Ano5",0.1,0.4,0.2,0.1,0.1,0.1,0.1
"12828","Ybey",0.4,0.4,0.5,0.4,0.3,0.1,0.2
"12829","Lgi4",16.2,0.4,2,0.2,1.2,6.5,0.2
"12830","Mrc2",0.9,0.4,2.2,0.1,0.1,3.6,1.5
"12831","Olfml1",16.3,0.4,1.6,1,3.5,0.2,0.2
"12832","Mc4r",0.1,0.4,3,0.5,0.1,0.1,0.1
"12833","Rasl12",0.2,0.4,5.8,2.4,2.8,0.2,1.8
"12834","Mab21l3",0.1,0.4,0.1,0.1,0.1,0.1,0.1
"12835","9430083A17Rik",0.2,0.4,0.1,0.1,0.1,0.1,0.1
"12836","Tcf7",4.6,0.4,2.7,0.8,0.1,0.8,38.8
"12837","Tsku",6.9,0.4,0.6,0.2,0.2,0.7,1
"12838","Usp43",0.1,0.4,0.1,0.1,0.1,0.1,2.8
"12839","Zfp35",0.7,0.4,1.1,0.8,0.5,0.6,0.9
"12840","Pnlip",0.1,0.4,21.1,4.1,0.1,0.1,0.1
"12841","3110021A11Rik",0.3,0.4,0.2,0.2,0.1,0.1,0.2
"12842","Aebp1",1,0.4,4.6,1.8,0.6,0.9,0.7
"12843","Chst3",5.4,0.4,7.2,19.8,5.9,0.2,0.6
"12844","Col6a4",0.1,0.4,0.1,0.1,0.1,0.1,0.1
"12845","Il10rb",4.3,0.4,5.2,0.9,0.5,42.7,28.4
"12846","3300002I08Rik",0.9,0.4,1.1,0.5,0.5,0.1,0.3
"12847","Gdf15",5.3,0.4,2,0.1,0.2,782.9,13.4
"12848","Scn5a",0.1,0.4,0.1,0.1,0.1,0.1,0.1
